Gene,Mean,SD,CV,Skewness,Kurtosis,Range
rof,173.46285000000003,47.061947228905815,0.2713085091643877,-0.04891137389953304,-0.4848478383854391,187.524
yaeQ,47.95419999999999,8.738427105245211,0.18222443717641443,-0.4400789977668133,-0.08093855174189368,32.955
arfB,41.75775,8.325809060575308,0.19938356498075943,-0.5582253341095891,-0.41802932270660165,30.234
nlpE,50.59435,10.802204488826392,0.2135061422634423,0.24662122116654964,-0.8188200077687351,36.495
yaeF,7.756599999999999,2.6461493055699674,0.34114809395482143,0.7480113553417642,-0.49433783536728093,8.363999999999999
proS,338.3608,58.303196756808774,0.17231073090266005,-0.8280025032389755,-0.5690306126389855,187.09599999999998
trmO,66.2501,9.321583047733332,0.14070292796136658,0.6842994722314176,-0.40535928511679575,33.47599999999999
rcsF,101.38155,14.562024864532512,0.14363584759290535,-0.15821849060333246,-0.648253502046797,53.33999999999999
metQ,192.09705000000002,171.69466924332949,0.8937912854118762,2.482189051504127,4.6834239790275145,647.3389999999999
metI,56.36409999999999,40.065279593893294,0.710829758550093,2.3636366837713036,4.899653317809429,167.96800000000002
metN,42.15125,35.716612387065695,0.847344085574347,2.341379565052808,5.021956480971184,152.247
gmhB,72.67265,12.897803584025663,0.17747809642314766,0.4665193669531405,-0.34629743520386214,49.198
rrsH,0.0,0.0,,,,0.0
ileV,0.0,0.0,,,,0.0
alaV,0.0,0.0,,,,0.0
rrlH,0.0,0.0,,,,0.0
rrfH,0.0,0.0,,,,0.0
aspU,0.0,0.0,,,,0.0
dkgB,13.87945,7.33316306044347,0.5283468048404995,0.7691274981907178,-0.40293194502047536,23.216
yafC,11.0774,2.5275905606140534,0.22817543472421806,0.024716340629267055,-1.12942239629991,8.916
yafD,61.378850000000014,26.130636462277078,0.4257270454281413,1.296168663100421,0.6471615039799694,88.15299999999999
yafE,21.30345,10.404200333342096,0.4883810055808846,1.5742320145807067,3.4543664902822666,45.797
mltD,311.88755000000003,124.77155316374045,0.40005301001511745,-0.1183894644792779,-0.39993738448143556,440.23499999999996
gloB,34.6607,9.529407846517177,0.2749340851891963,-0.2724151676942816,-0.5253384460802764,34.512
yafS,22.800900000000006,4.568107207931738,0.2003476708345608,-0.6995074726010617,0.14965333270776515,17.756
rnhA,52.751599999999996,13.789175080856952,0.26139823400346063,0.22775976140117182,-1.2793291517167606,44.99999999999999
dnaQ,81.25559999999999,21.36008300151427,0.2628752110810119,0.23241068453994632,-1.1240772488912962,69.58600000000001
aspV,0.0,0.0,,,,0.0
yafT,4.8056,2.5680076528825135,0.5343781531718231,0.9680170253965371,-0.2504419895062546,8.295
yafU,0.4279,0.5709517354475125,1.334311136825222,2.4374409309768357,5.881200084589384,2.435
yafV,34.89704999999999,11.341616316979644,0.3250021510981486,1.2114746643223335,1.345922347614012,44.91199999999999
ivy,131.3121,77.33785777517134,0.588962157906022,1.1631233521669222,1.3494910958724295,308.33000000000004
fadE,7.7608999999999995,13.115323560428726,1.6899230192927015,2.6418696469793304,5.068834221440715,45.895
lpcA,167.9202,29.12310815287768,0.17343421549567997,-0.8581822701233583,0.43348584078431607,114.525
yafJ,69.48595000000002,12.586552742698725,0.18113809687712007,0.536205326121495,0.14534383388912397,51.892999999999994
yafK,171.40310000000002,58.54338507187369,0.34155382879232454,0.22465563430512706,-1.5295687631043826,164.061
yafQ,137.49380000000002,54.26219331862074,0.39465192844056046,-0.5852863165538903,-0.10268975787977119,197.239
dinJ,110.02494999999999,41.231499387412654,0.3747468132220252,-0.26070991102923047,-0.21980838732294083,154.093
yafL,2.817799999999999,1.0987552574570345,0.3899337275381627,0.8556204945917512,0.10781458641280972,4.232
rayT,10.328049999999998,3.02086035975811,0.2924908728906338,0.363452760063502,-0.819113015072896,10.586000000000002
lfhA,0.77735,0.29976223472682656,0.3856206788793035,0.629169515649378,-0.44115698327652586,1.133
lafU,1.8038000000000003,0.7781922776876108,0.43141827125380344,-0.010033845914316265,-1.0077897780266185,2.718
dinB,11.999749999999997,3.8304435482481383,0.319210279234829,0.6135557969535463,0.4997826506795402,16.069
yafN,13.12005,3.3794397616515637,0.2575782685013825,0.07868617408641833,-0.3528693662581692,12.950999999999999
yafO,9.84055,2.657577002399782,0.2700638686252071,-0.1424878465424039,-0.737256618485469,9.620999999999999
yafP,6.65825,2.216107371401247,0.3328363115535234,1.1527312041963724,1.37202904438998,9.350999999999999
ykfJ,0.41880000000000006,0.3109866472002329,0.7425660152823134,0.1705487337934529,-1.307545793395147,0.93
prfH,0.6322500000000001,0.4179969623410149,0.6611260772495292,0.5000783885778309,-0.8177256489281963,1.385
pepD,274.3476999999999,79.23260275064871,0.28880359759038887,0.6583356581123718,-0.7121974906456967,242.457
gpt,410.21894999999995,121.27128036434634,0.2956257392895827,-0.5714172550123364,-0.825886713955553,410.767
frsA,52.30435,11.966958063438899,0.2287946999329673,-0.15606356598110013,-0.46065994336325655,40.793000000000006
crl,208.43275000000003,74.94465496398695,0.3595627604778373,0.4068193571281252,-1.2964064209200117,240.99699999999996
phoE,0.9483500000000002,0.6946482089594174,0.7324808445820817,0.7840800370998654,-0.4553478861834197,2.272
proB,105.1694,24.906770143667238,0.23682525662091103,-0.25400491883862425,-1.217169652625745,81.269
proA,110.0196,33.190971111211304,0.30168234670196314,0.2755809536689282,-1.0350058437949108,109.74700000000001
thrW,0.0,0.0,,,,0.0
ykfI,0.34545000000000003,0.3407202085675515,0.9863083183313112,0.7479260787181707,-0.58702134230094,1.015
yafW,0.21844999999999998,0.2511810994817128,1.1498333691083216,1.0476959229613876,0.07933511869969578,0.824
ykfG,0.21190000000000003,0.2550349614836118,1.2035628196489465,1.8797413217272896,3.57832532984792,1.037
yafX,0.0997,0.18388815250466503,1.8444147693547146,1.5483276307233684,0.8432696630605299,0.567
ykfF,0.7367999999999999,0.44222732901338857,0.6001999579443386,0.8219377049057606,0.7557738054043566,1.863
ykfB,20.60145,7.866763652594977,0.3818548525756671,1.515802670522139,1.5512818646828865,27.557000000000002
yafY,3.3038000000000003,0.9573598344570232,0.2897753600269457,-0.2750658764771982,-1.0149255447971044,3.0189999999999997
yafZ,0.8056000000000001,0.4815263451283134,0.5977238643598726,0.5556520875772626,-0.4561273231271272,1.744
ykfA,10.571900000000001,4.979110646649555,0.4709759500798867,1.1474541952783128,0.9495223127147963,19.268
perR,2.8396999999999992,0.8547196585646326,0.30098942091229103,1.262386196085622,1.3277961051009415,3.3209999999999997
insI-1,8.261349999999998,1.6558803120680965,0.20043701236094547,0.07960358790193939,-0.7325853030615748,6.204
ykfC,11.7076,4.483692831865974,0.38297284087823075,0.41265224101052594,0.05175243166953525,18.736
insH-1,42.9743,11.580071866425483,0.26946504926026676,1.2113670711370226,1.675965463456774,49.71900000000001
mmuP,4.454749999999999,6.846163934527207,1.5368233760653705,3.045139771069924,8.209772663908563,28.834
mmuM,15.1544,10.788388467529142,0.7118980934599286,1.9506742589672326,2.864150788743144,38.121
afuC,2.61505,0.8761591104600267,0.33504487885892303,-0.1304250893142297,-0.7572250291510838,3.186
afuB,3.5452,1.7605983612038505,0.496614679342167,-0.039083396023735284,-1.1906699010649633,5.867
insB-2,11.829450000000003,4.1452906884928185,0.3504212527626236,0.050941656652284326,-1.3482788931528729,12.317999999999998
insA-2,15.494850000000003,3.7866526986939686,0.2443813717908833,0.28573363144552477,-1.093219445520609,12.713999999999999
yagB,18.81325,7.3314549275886,0.38969635377133666,0.5803461293171677,-0.7276453796262827,26.03
yagA,0.40174999999999994,0.21495577880602618,0.535048609349163,0.4165202517561688,-0.44196866454048855,0.843
yagE,4.51955,5.296415793772834,1.17189007617414,1.3577098037583306,0.44261798238562067,16.660999999999998
yagF,7.03185,7.1402902216926725,1.0154212933570357,1.6108569520566496,1.1373947241455165,22.578999999999997
yagG,1.7952000000000006,1.230830553988476,0.6856230804303006,1.5710842569496837,1.7895077566740971,4.812
yagH,2.4905,1.459198644534227,0.5859059002345822,1.5445833448937059,1.4676342976948744,5.318
xynR,29.744999999999997,12.369375153345883,0.4158472063656374,1.1541591968898457,1.8987715835731107,52.953
argF,31.38979999999999,73.87146579067696,2.3533589188423307,3.450056359156982,10.80687905288803,317.969
insB-3,11.6633,4.174930608941145,0.35795449049078265,0.08338247413810705,-1.3349273089637805,12.812999999999999
insA-3,12.279599999999999,3.7523325713901996,0.30557449521077235,0.195510719973054,-1.2362184490419463,12.387
yagJ,9.045350000000001,2.8863476151120744,0.3190973942536302,0.4311655369244083,-0.7557651596219217,9.452
yagK,4.6302,2.330427013051019,0.5033102269990538,1.9931881352597813,3.2107048850311193,9.263
yagL,3.5342,1.2788367082297059,0.3618461627043478,1.2589115174618513,1.0084069971173228,4.656000000000001
yagM,0.951,0.5183705238533534,0.5450794151980582,0.20847839788857936,-0.7290870066602455,1.8940000000000001
