Locus_tag,Gene_name,Gene_type,Poor_M9_ATC5.rep1Zs,Poor_M9_ATC5.rep2Zs,Rich_LB_ATC12.rep1Zs,Rich_LB_ATC12.rep2Zs,Rich_M9_ATC5_1.rep1Zs,Rich_M9_ATC5_1.rep2Zs,Rich_M9_ATC5_2.rep1Zs,Rich_M9_ATC5_2.rep2Zs,Rich_M9_ATC5_CAM1.2.rep1Zs,Rich_M9_ATC5_CAM1.2.rep2Zs,Rich_M9_ATC5_NOX.rep1Zs,Rich_M9_ATC5_NOX.rep2Zs,Rich_M9_ATC5_PH5.rep1Zs,Rich_M9_ATC5_PH5.rep2Zs,Rich_M9_ATC5_TMP.rep1Zs,Rich_M9_ATC5_TMP.rep2Zs,Rich_M9_No_ATC_1.rep1Zs,Rich_M9_No_ATC_1.rep2Zs,Rich_M9_No_ATC_2.rep1Zs,Rich_M9_No_ATC_2.rep2Zs,MinZs,MaxZs,MeanZs,MedianZs,Variance_Zs,Std_DevZs,RangeZs,SkewnessZs,KurtosisZs,Coeff_of_VariationZs,IQRZs,MADZs
b0022,insA-1,CDS,-1.037676769,-1.143720334,-0.341028392,-0.398561846,2.4097031138127623,0.049057681,-0.518795967,-0.459488694,-0.502831591,-0.305397754,-0.283340692,0.070420639,0.9347335329290696,-0.782246743,-0.307248696,-0.691164961,2.901205395589064,0.2870580014121411,-0.106190098,0.2255141726254648,-1.143720334,2.901205395589064,4.343747583845925e-16,-0.306323225,1.0526315789473686,1.0259783520851542,4.044925729578454,1.7646799219728373,2.452653073077287,2361965865375538.0,0.616016707,0.6877692536614514
b0023,rpsT,CDS,-1.194751376,-1.527652573,2.922288067270732,1.572521604700187,-0.071967459,-0.183606205,-0.53540945,-0.465444182,-0.048806095,-0.286158893,-0.288949261,-0.04455722,0.6475636892416136,1.0543848768665516,-0.586505353,-0.572951623,0.5101752161153967,0.7062140566309656,-0.44144076,-1.164947059,-1.527652573,2.922288067270732,2.331468351712829e-16,-0.234882549,1.0526315789473684,1.025978352085154,4.4499406406474495,1.1568489145754906,1.5252162079657285,4400567356324661.5,1.0893173276576464,0.7413147510825445
b0024,yaaY,CDS,1.6250418394715889,0.9361157219372672,-1.382574004,-0.617044727,0.9496782484946326,-1.160299263,-0.545464726,-1.109565367,-0.476145145,-0.207657351,0.5159285565581493,0.7788908770315124,0.002310653,-1.813309801,0.1409498130369166,0.1482333921140202,1.895790054820476,-1.117853578,0.8989443528541174,0.5380304516886709,-1.813309801,1.895790054820476,1.554312234475219e-16,0.071630233,1.0526315789473681,1.025978352085154,3.7090998555402335,0.041776445,-0.885480031,6600851034486993.0,1.5490791328553817,0.8429913960680085
b0025,ribF,CDS,-1.432655493,-1.710577238,-0.815597204,-1.120408566,0.2731283774950138,-0.442977238,-0.806150764,-0.856422659,-0.369089242,-0.396867387,1.0306206227932284,0.9270839002910524,1.4763803512894986,-0.763033845,0.9418614993473704,1.3014809194204204,0.8936472441984344,-0.453592791,0.8569838338814945,1.4661856785227974,-1.710577238,1.4763803512894986,1.3988810110276972e-15,-0.382978315,1.0526315789473684,1.025978352085154,3.1869575888892454,0.044038627,-1.385274664,733427892720777.0,1.739290673740821,0.9167372427239296
b0026,ileS,CDS,0.2325391533679816,-0.068734513,-1.937674095,-1.514982672,-0.665875355,-0.242294865,-0.426283736,-0.17369251,1.3482705414677467,0.9943256456671402,1.169015353234718,0.6292794231958021,1.0208054335267656,-1.020324857,1.0317385582782437,1.034117414,-0.950977608,-1.20301617,-0.567044713,1.3108095711654282,-1.937674095,1.3482705414677467,4.4408920985006264e-17,-0.121213512,1.0526315789473686,1.0259783520851542,3.285944637,-0.208847592,-1.183875171,2.310297862070448e+16,1.7606896330545567,0.8770901093897226
b0027,lspA,CDS,-0.619599669,0.3467380956894622,-1.583038421,-1.952694827,0.2032047263372164,-0.389095901,-1.241244753,-0.642437452,1.2252679690541697,1.1954081321175596,1.0683347160281058,0.7536307172463659,1.2107406913212555,-0.186551506,0.9484121993991994,1.2672392393113454,-0.432258988,-1.197501864,-0.60529787,0.630744765,-1.952694827,1.2672392393113454,-1.78E-16,0.00832661,1.0526315789473681,1.025978352085154,3.2199340665526233,-0.287714345,-1.130366135,-5.77574E+15,1.603701943433625,0.8849721251309661
b0028,fkpB,CDS,0.082895758,-0.435358469,-1.482229635,-0.983197842,0.7219823650208235,-0.357044848,-1.360764419,-0.834362411,0.716089067,0.507806478,0.6026529744940129,0.052084491,2.2804629665879177,-1.047786803,1.464616981040512,0.9454926022985856,0.9026178726562047,-1.359103221,-0.540528124,0.1236742143747951,-1.482229635,2.2804629665879177,8.951173136040325e-17,0.067490124,1.0526315789473686,1.0259783520851542,3.762692601788717,0.3211843824430329,-0.586372608,1.146194288158982e+16,1.5891336601213797,0.8400375771201164
b0029,ispH,CDS,-0.172902727,-0.525896087,-1.026863513,-0.776874261,0.5305856621485041,-0.770055899,-1.171974909,-1.429407106,1.2929409766200997,1.4925992674860125,0.1537540599928183,0.2004416217516094,1.901961222037736,-0.271638852,0.5177817154454252,0.4321097793752234,0.2240196211682568,-1.790415945,-0.31921124,1.5090466136574487,-1.790415945,1.901961222037736,-6.22E-16,-0.009574333,1.0526315789473686,1.0259783520851542,3.6923771669235603,0.18570421909116155,-0.776083557,-1.65021E+15,1.2927431920775323,0.825524054
b0030,rihC,CDS,-0.511063252,-0.607469898,1.6942022860141994,1.8141412632775813,-0.558303093,-0.384409094,-0.380263199,-0.253550648,-0.541310764,-0.591528642,-0.672869925,-0.631702944,-0.894704479,2.7627920055467627,-0.575295421,-0.365781765,-0.371737838,-0.652315631,0.6346634630131966,1.0865075750210094,-0.894704479,2.7627920055467627,4.4408920985006264e-17,-0.447736173,1.0526315789473688,1.0259783520851542,3.6574964848438043,1.529678705106391,1.038914749,2.310297862070448e+16,0.5640168361183074,0.799230659
b0031,dapB,CDS,2.2779895222885576,2.4681599623560757,-0.906099736,-1.109138852,-0.821699768,-0.889714394,-0.676202571,-0.409747545,-0.362175951,-0.43873105,0.6277073697497874,0.3732708370522585,0.965191307,-0.70298333,0.301971414,0.3923999506132054,-0.995214354,-0.860885467,0.2757316802283577,0.4901709754802691,-1.109138852,2.4681599623560757,7.382983113757291e-16,-0.385961748,1.0526315789473684,1.025978352085154,3.577298814592578,1.1216620199791938,0.525618109,1389652849365682.8,1.248338899715715,0.8172593018121672
b0032,carA,CDS,-0.865120452,-0.99303851,-1.377430966,-1.382447391,0.7289491685031899,1.7597670505217278,1.1770075167806988,1.2460192192524675,0.4765282562560312,0.5125447087118382,-0.187215893,-0.240300485,-0.414756408,-1.372102492,-0.883315435,-0.854770824,0.942786315,1.6433680163017772,-0.231887768,0.3154163715296392,-1.382447391,1.7597670505217278,-2.33E-16,-0.209551831,1.0526315789473681,1.025978352085154,3.1422144420053644,0.2034502167721405,-1.20374303,-4.40057E+15,1.6520776527981573,0.8802386623280496
b0033,carB,CDS,-0.955827713,-1.057438107,-1.357570019,-1.35158383,0.9884332444164784,1.5623936261580131,1.4657901561817073,1.2971694247008556,0.5625450978465684,0.5503535396586008,-0.183345813,-0.308261528,-0.328062002,-1.348356475,-0.799678043,-0.762116059,0.869081449,1.443635020421353,-0.514108437,0.2269464689669312,-1.357570019,1.5623936261580131,1.8457457784393228e-16,-0.245803671,1.0526315789473684,1.025978352085154,2.919963645563528,0.17471565696549446,-1.378433495,5558611397462731.0,1.7376348583408234,0.896634803
b0034,caiF,CDS,-1.072531609,-1.077442807,-1.223559073,-1.269662536,0.5655642707355897,1.5852720445911264,1.5996478686547957,1.738917729832692,-0.202761729,-0.163943752,0.5231523372988832,0.5230710260768034,-0.635402479,-1.284965308,-0.737919668,-0.769078128,0.4745119642508813,1.4595161085228558,-0.047506081,0.015119822,-1.284965308,1.738917729832692,9.341485918135106e-17,-0.105724917,1.0526315789473686,1.0259783520851542,3.023883037917323,0.37038400914894626,-1.10518026,1.098303161912785e+16,1.3786968193368618,0.8484773171709324
b0035,caiE,CDS,-0.262467808,-0.163405028,-0.379012256,-2.294226015,1.7799736389849343,1.4847277045959455,0.1192152580468693,0.4669061939391662,0.1726314632817192,-0.781090601,0.7116495342879335,-0.024522894,-1.15306163,-0.137182527,-0.558684947,-1.623124236,1.434225110555723,1.0486572291332608,0.4542805454291104,-0.295488735,-2.294226015,1.7799736389849343,-5.52E-16,-0.080852711,1.0526315789473681,1.025978352085154,4.074199653821745,-0.253119912,-0.11989008,-1.85753E+15,0.9520224578447594,0.7672266678254667
b0036,caiD,CDS,0.3061896563439499,-1.227679486,-0.802902885,-0.168658843,0.8027359782972074,0.026621559,1.618073384260791,1.1265342521087436,-0.615133267,-0.086040211,-0.203709172,0.7101029669748349,-0.833780555,-1.596542468,-1.45967928,-1.049924248,2.018648568357537,1.162419112350743,0.5373549188331135,-0.264629981,-1.596542468,2.018648568357537,3.3861802251067273e-16,-0.127349527,1.0526315789473686,1.0259783520851542,3.615191036473127,0.2486046645429812,-0.838443302,3029898835502227.0,1.5438835220395393,0.83086804
b0037,caiC,CDS,-1.364915067,-0.980545206,-1.446399333,-1.78975902,0.8083560853345698,1.235612402074176,1.0900664924194672,0.6100062268732719,-0.744401658,-0.294093871,1.3924160063983102,0.975613263,-0.168650988,-1.487945587,-0.1627541,-0.486010761,0.8925207550059854,0.641366948,0.8356962009603164,0.4438212103246172,-1.78975902,1.3924160063983102,-2.94E-16,0.14053355512332205,1.0526315789473684,1.025978352085154,3.182175026557469,-0.344483275,-1.269508125,-3.48724E+15,1.6533398843971625,0.892547559
b0038,caiB,CDS,-1.914739451,-1.578364061,-1.146829844,-1.075276307,1.7009271553335237,0.5822576851598165,0.145190978,0.1654767747423127,-0.581778203,-0.083485274,0.1758040893367286,0.866258837,0.5383665981335485,-1.035811212,-0.30589137,-0.554484586,1.520199149931243,0.2853473905703559,0.8570380199040998,1.4397936291604323,-1.914739451,1.7009271553335237,1.6653345369377348e-16,0.15533387647993985,1.0526315789473688,1.0259783520851542,3.615666606037868,-0.106163493,-0.829905148,6160794298854528.0,1.3462392239149459,0.8276660306995882
b0039,caiA,CDS,-1.774246887,-1.922872878,-0.392493942,-1.454383903,1.3303542728116828,0.305414002,1.1734559638886948,0.4132298870860978,-0.037611475,-0.201403383,0.4488008569473726,0.7838297591291482,-0.224841619,-1.281492444,-0.458121003,-0.30866778,1.444788013063071,1.3827456237701496,0.7868629426056913,-0.013346007,-1.922872878,1.444788013063071,-1.06E-16,-0.025478741,1.0526315789473686,1.0259783520851542,3.367660890819774,-0.364659134,-0.764323392,-9.66399E+15,1.1934887620314982,0.8069481320994532
b0040,caiT,CDS,-0.789846982,-0.184964167,-1.164774347,-0.329936081,0.4549118693621389,-1.489711396,-1.184770473,-0.669870225,1.024801463947677,-0.399922523,0.2849447972927685,2.1795777477131084,2.004611644112285,-1.349738513,0.3749273648589061,0.4699089639564952,0.3749273648589061,0.8398372972839497,-0.674869257,0.2299554504467955,-1.489711396,2.1795777477131084,-3.86E-16,0.022495642,1.0526315789473681,1.025978352085154,3.669289144,0.510086771,-0.332583229,-2.65934E+15,1.1622748310626092,0.8238403963833033
b0041,fixA,CDS,1.1760145732207692,0.5749247432522463,2.088256785761233,-1.192986521,-1.210665634,0.6633203064829115,-1.157628296,0.2779156507972116,0.3203455211479308,-0.984372992,0.3804545041447832,-1.592534467,1.412914682678952,0.1576976848035068,0.8648621906488282,-0.397426452,-0.457535435,-0.199420391,-1.35917018,0.6350337262490986,-1.592534467,2.088256785761233,4.6074255521944e-16,0.21780666780035918,1.0526315789473686,1.0259783520851542,3.6807912529248954,0.11789892529070302,-0.859918478,2226793120067901.5,1.6697921894272643,0.8551740369187467
b0042,fixB,CDS,-1.382870117,2.160605964361469,-0.541580312,1.886272332234312,-0.34954677,0.061953679,0.2814205842904421,-0.221524408,-1.076530895,-2.082420879,1.090704799065556,0.4643096723752137,-0.706180491,-0.587302584,0.093959269,0.4963152627900488,-0.056924229,-0.7244694,0.4048707187476629,0.7889378037256829,-2.082420879,2.160605964361469,1.1657341758564144e-16,0.002514725,1.0526315789473684,1.025978352085154,4.243026843566698,0.24140849848755944,0.047323528,8801134712649323.0,1.0893331309049201,0.7729350085182654
b0043,fixC,CDS,1.1978416080419807,0.060560233,-1.162017245,-2.993040258,0.299389322,1.2490192699094285,-0.695731881,-0.690045474,-0.536512489,-0.84357846,0.9533261124530644,0.8907756368372958,1.3286289661476802,0.083305861,0.1060514882030999,0.9135212643339392,-0.417097944,0.3619397975403373,-0.132777601,0.026441792,-2.993040258,1.3286289661476802,1.4242079737769585e-16,0.071933047,1.0526315789473681,1.025978352085154,4.321669224362237,-1.072606455,1.6470545564322254,7203852042509557.0,1.4713577786891174,0.7470801351272509
b0044,fixX,CDS,-1.191368182,-0.566996755,-1.191368182,-1.191368182,-0.026999845,-0.894369882,-0.580496678,-0.88761992,1.2892426221287612,-1.191368182,0.553496833,0.4184976050889171,-0.452247412,-0.607496524,1.049618993408494,1.879864242213927,1.0833688002705035,0.9011198432156524,1.6537405362384632,-0.04724973,-1.191368182,1.879864242213927,-1.07E-16,-0.249748571,1.0526315789473688,1.0259783520851542,3.0712324244428606,0.391900954,-1.209021618,-9.60124E+15,1.8275520415778121,0.8828949475101675
b0045,yaaU,CDS,-1.246982006,-1.084664287,0.6339939141807602,2.225344100377447,-0.209421685,-0.900067665,-0.982817875,-1.170597197,0.9331677491857372,-0.288989194,0.7358403260973483,0.4653107944439112,0.032463544,-1.157866395,-0.553153325,1.060475764081472,-0.371739403,-0.734567246,1.576073224409199,1.0381968614747186,-1.246982006,2.225344100377447,6.661338147750939e-17,-0.249205439,1.0526315789473681,1.025978352085154,3.4723261062811708,0.5056615293935461,-0.807010271,1.5401985747136318e+16,1.7059273996028486,0.8700866278049005
b0046,kefF,CDS,1.875724691898481,2.479968247670372,-0.874563823,-1.887874919,-0.348153016,-0.541249531,-0.565609399,0.3128312076723646,-0.890308616,-0.93100742,-0.048407811,0.6419864976405332,0.5849487578626554,-1.152919876,0.6770409418790205,0.3455090794201068,0.5531621007989426,0.1675632141755822,-0.665128372,0.2664880441028388,-1.887874919,2.479968247670372,-5.11E-16,0.059577702,1.0526315789473684,1.025978352085154,4.367843166427787,0.5886505119393166,0.38285970728154783,-2.00895E+15,1.2785960000207575,0.7905222783120903
b0047,kefC,CDS,2.2950485632033057,2.436958362871379,-1.363923028,-1.391684019,0.082205406,-0.255857707,-0.233941136,0.2292290727971665,-0.537120373,-0.692180116,-0.102806984,0.1145323492559185,1.085619099365497,-1.3244732,-0.016236527,0.6807104431697222,-0.067009917,-0.546617554,-0.549357125,0.1569043872520482,-1.391684019,2.436958362871379,2.8588242884097783e-16,-0.08490845,1.0526315789473681,1.025978352085154,3.8286423815209893,0.9885608118098537,0.7704913839322463,3588812212924966.5,0.7222880054534242,0.7081207684389423
