Locus_tag,Gene_name,Gene_type,Poor_M9_ATC5.rep1,Poor_M9_ATC5.rep2,Rich_LB_ATC12.rep1,Rich_LB_ATC12.rep2,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_ATC5_CAM1.2.rep1,Rich_M9_ATC5_CAM1.2.rep2,Rich_M9_ATC5_NOX.rep1,Rich_M9_ATC5_NOX.rep2,Rich_M9_ATC5_PH5.rep1,Rich_M9_ATC5_PH5.rep2,Rich_M9_ATC5_TMP.rep1,Rich_M9_ATC5_TMP.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
b0023,rpsT,CDS,-1.1947513758143131,-1.5276525733767177,2.9222880672707316,1.572521604700187,-0.07196745935309282,-0.18360620460796742,-0.535409450095673,-0.46544418245209274,-0.04880609548919702,-0.28615889339615586,-0.28894926055746284,-0.04455722016304888,0.6475636892416136,1.0543848768665516,-0.5865053534703071,-0.5729516227557628,0.5101752161153967,0.7062140566309656,-0.4414407604973846,-1.1649470587962663
b0024,yaaY,CDS,1.6250418394715889,0.9361157219372671,-1.3825740035738001,-0.6170447267802848,0.9496782484946326,-1.1602992627725333,-0.5454647255053005,-1.1095653671320183,-0.47614514532321056,-0.207657351067217,0.5159285565581493,0.7788908770315124,0.002310652672736301,-1.8133098007197574,0.1409498130369166,0.1482333921140202,1.8957900548204762,-1.1178535778059637,0.8989443528541174,0.5380304516886709
b0025,ribF,CDS,-1.4326554933222264,-1.7105772375997466,-0.815597203613006,-1.1204085664265484,0.27312837749501384,-0.44297723753471474,-0.8061507637099168,-0.8564226592337836,-0.3690892422531265,-0.3968673873146856,1.0306206227932284,0.9270839002910525,1.4763803512894986,-0.7630338449443315,0.9418614993473703,1.3014809194204204,0.8936472441984344,-0.4535927912871964,0.8569838338814945,1.4661856785227974
b0026,ileS,CDS,0.2325391533679816,-0.06873451286066765,-1.937674095377663,-1.5149826722935853,-0.6658753550562455,-0.2422948646846848,-0.4262837355024204,-0.17369251047485948,1.3482705414677467,0.9943256456671402,1.169015353234718,0.6292794231958021,1.0208054335267656,-1.0203248566146124,1.0317385582782435,1.0341174139934,-0.9509776081909499,-1.2030161697695343,-0.567044713072003,1.3108095711654282
b0027,lspA,CDS,-0.6195996692493523,0.34673809568946223,-1.5830384208933501,-1.9526948272412779,0.20320472633721642,-0.3890959010526135,-1.2412447534344917,-0.6424374517607396,1.2252679690541697,1.1954081321175596,1.0683347160281058,0.7536307172463659,1.2107406913212555,-0.18655150552143857,0.9484121993991994,1.2672392393113454,-0.4322589878865473,-1.1975018639415946,-0.6052978703282581,0.63074476480498
b0028,fkpB,CDS,0.0828957584141922,-0.43535846898812874,-1.4822296352007993,-0.9831978419370367,0.7219823650208235,-0.3570448484236329,-1.3607644186585932,-0.8343624105308758,0.716089067311677,0.507806478477012,0.6026529744940129,0.05208449052543232,2.2804629665879177,-1.0477868027359374,1.4646169810405119,0.9454926022985857,0.9026178726562047,-1.3591032206466191,-0.5405281240795403,0.12367421437479517
b0029,ispH,CDS,-0.1729027266272223,-0.5258960865470934,-1.0268635134460555,-0.7768742613529943,0.5305856621485041,-0.770055899490785,-1.1719749094142948,-1.4294071061355693,1.2929409766200997,1.4925992674860125,0.15375405999281835,0.20044162175160948,1.9019612220377362,-0.2716388522196718,0.5177817154454252,0.4321097793752234,0.22401962116825688,-1.7904159448858243,-0.3192112395636357,1.5090466136574487
b0030,rihC,CDS,-0.5110632521205968,-0.6074698984019226,1.6942022860141994,1.8141412632775813,-0.558303092727255,-0.3844090935596061,-0.3802631990193431,-0.25355064757750373,-0.5413107644002617,-0.5915286419302073,-0.6728699249525494,-0.6317029439541637,-0.8947044792970414,2.7627920055467627,-0.575295421054248,-0.3657817645688473,-0.37173783841542224,-0.652315630893781,0.6346634630131966,1.0865075750210094
b0031,dapB,CDS,2.2779895222885576,2.4681599623560753,-0.9060997357734382,-1.1091388522365022,-0.8216997680621069,-0.8897143940565861,-0.6762025709773262,-0.40974754470918234,-0.36217595118690765,-0.43873105010455693,0.6277073697497874,0.3732708370522585,0.965191306573529,-0.7029833299626528,0.301971413779637,0.3923999506132054,-0.99521435369575,-0.8608854673566537,0.27573168022835776,0.49017097548026917
b0032,carA,CDS,-0.8651204518466725,-0.9930385098709155,-1.3774309661492457,-1.3824473914836366,0.7289491685031899,1.7597670505217278,1.1770075167806988,1.2460192192524675,0.4765282562560312,0.5125447087118382,-0.18721589332948618,-0.24030048476470017,-0.4147564076017698,-1.3721024917365612,-0.8833154347199185,-0.8547708240832592,0.942786315423124,1.6433680163017772,-0.2318877676943332,0.31541637152963925
b0033,carB,CDS,-0.955827713297607,-1.0574381072204804,-1.3575700194055151,-1.3515838296107634,0.9884332444164784,1.5623936261580131,1.4657901561817073,1.2971694247008556,0.5625450978465684,0.5503535396586008,-0.1833458132939109,-0.30826152791586814,-0.32806200185235457,-1.3483564750186987,-0.7996780429880854,-0.7621160593246785,0.869081448894984,1.443635020421353,-0.5141084373175256,0.22694646896693127
b0034,caiF,CDS,-1.072531609279533,-1.0774428070931394,-1.2235590731701362,-1.2696625360892553,0.5655642707355897,1.5852720445911264,1.5996478686547957,1.7389177298326919,-0.20276172893873273,-0.16394375151794352,0.5231523372988832,0.5230710260768034,-0.6354024793797366,-1.2849653080846313,-0.7379196681776651,-0.7690781284785583,0.4745119642508813,1.4595161085228558,-0.04750608149999184,0.01511982174569699
b0035,caiE,CDS,-0.2624678084494231,-0.16340502783206448,-0.37901225623455015,-2.2942260148368105,1.7799736389849343,1.4847277045959455,0.11921525804686939,0.4669061939391662,0.1726314632817192,-0.7810906010932398,0.7116495342879335,-0.024522894221454532,-1.1530616302741048,-0.13718252708041112,-0.5586849465699549,-1.6231242363407854,1.4342251105557233,1.0486572291332608,0.45428054542911045,-0.29548873532187564
b0036,caiD,CDS,0.30618965634394996,-1.2276794860931708,-0.8029028846239136,-0.16865884313740026,0.8027359782972074,0.026621559109763087,1.618073384260791,1.1265342521087436,-0.6151332670785641,-0.08604021141744637,-0.20370917174586534,0.7101029669748349,-0.8337805550647045,-1.5965424681155904,-1.4596792802158691,-1.04992424815024,2.018648568357537,1.162419112350743,0.5373549188331135,-0.264629980993912
b0037,caiC,CDS,-1.3649150665630014,-0.9805452057069188,-1.4463993327416966,-1.7897590201591593,0.8083560853345698,1.2356124020741759,1.0900664924194672,0.6100062268732719,-0.7444016579982656,-0.294093871221265,1.3924160063983102,0.975613263280313,-0.16865098776195778,-1.4879455868788602,-0.16275410007797317,-0.4860107613000343,0.8925207550059854,0.641366947738099,0.8356962009603164,0.44382121032461724
b0038,caiB,CDS,-1.9147394507043438,-1.5783640610576501,-1.1468298440766949,-1.0752763072439553,1.7009271553335235,0.5822576851598165,0.14519097821756707,0.16547677474231273,-0.5817782026965038,-0.08348527351593066,0.1758040893367286,0.866258836506257,0.5383665981335485,-1.0358112121867225,-0.3058913699599617,-0.5544845855541187,1.520199149931243,0.2853473905703559,0.8570380199040998,1.4397936291604325
b0039,caiA,CDS,-1.7742468874061046,-1.9228728777567028,-0.3924939418646417,-1.4543839026070433,1.3303542728116828,0.30541400169262106,1.1734559638886948,0.4132298870860978,-0.03761147510913104,-0.20140338284244388,0.4488008569473726,0.7838297591291482,-0.22484161879754727,-1.281492444444102,-0.4581210025389318,-0.3086677803310945,1.444788013063071,1.3827456237701496,0.7868629426056913,-0.013346007296788672
b0040,caiT,CDS,-0.7898469819694297,-0.18496416666372728,-1.164774346828336,-0.32993608107583783,0.45491186936213895,-1.4897113963727215,-1.1847704729541444,-0.6698702252145796,1.024801463947677,-0.3999225225161671,0.2849447972927685,2.1795777477131084,2.0046116441122854,-1.349738513492063,0.3749273648589061,0.46990896395649523,0.3749273648589061,0.8398372972839497,-0.6748692567460317,0.22995545044679552
b0041,fixA,CDS,1.1760145732207692,0.5749247432522463,2.088256785761233,-1.192986521361056,-1.210665634007189,0.6633203064829115,-1.15762829606879,0.2779156507972116,0.32034552114793086,-0.9843729921366864,0.3804545041447832,-1.5925344671636625,1.412914682678952,0.15769768480350688,0.8648621906488282,-0.39742645228506984,-0.45753543528192214,-0.19942039064838016,-1.3591701802347065,0.6350337262490986
b0042,fixB,CDS,-1.3828701172809783,2.1606059643614692,-0.5415803120910293,1.8862723322343118,-0.3495467696020196,0.06195367858871662,0.2814205842904421,-0.2215244079426794,-1.076530894738986,-2.082420879205229,1.090704799065556,0.4643096723752137,-0.7061804913673237,-0.5873025841122221,0.09395926900355166,0.4963152627900488,-0.05692422866638495,-0.724469400175801,0.40487071874766295,0.7889378037256829
b0043,fixC,CDS,1.1978416080419807,0.06056023320981321,-1.1620172447347674,-2.9930402582145574,0.299389321924568,1.2490192699094285,-0.6957318810535784,-0.6900454741794175,-0.5365124885770751,-0.8435784597817604,0.9533261124530644,0.8907756368372958,1.3286289661476802,0.08330586070645658,0.10605148820309997,0.9135212643339392,-0.41709794421969737,0.36193979754033734,-0.1327776005116555,0.026441791964848145
b0044,fixX,CDS,-1.191368182228934,-0.566996755281759,-1.191368182228934,-1.191368182228934,-0.026999845489607776,-0.8943698818432507,-0.5804966780265628,-0.8876199204708488,1.2892426221287612,-1.191368182228934,0.553496832536955,0.4184976050889171,-0.4522474119509268,-0.6074965235161705,1.049618993408494,1.8798642422139267,1.0833688002705035,0.9011198432156524,1.6537405362384632,-0.047249729606813284
b0045,yaaU,CDS,-1.2469820059037238,-1.0846642869116618,0.6339939141807602,2.225344100377447,-0.2094216845034839,-0.9000676653128461,-0.9828178749950737,-1.1705971969662827,0.9331677491857372,-0.28898919381331833,0.7358403260973483,0.4653107944439112,0.03246354379841237,-1.1578663954767092,-0.5531533247219682,1.060475764081472,-0.37173940349554613,-0.7345672459483907,1.576073224409199,1.0381968614747186
b0046,kefF,CDS,1.8757246918984807,2.4799682476703717,-0.8745638230160574,-1.8878749187574149,-0.34815301631606177,-0.5412495311890846,-0.56560939921922,0.3128312076723646,-0.8903086157672423,-0.9310074196712487,-0.04840781092086086,0.6419864976405332,0.5849487578626554,-1.152919875994554,0.6770409418790205,0.34550907942010683,0.5531621007989426,0.1675632141755822,-0.6651283722691631,0.26648804410283883
b0047,kefC,CDS,2.2950485632033057,2.436958362871379,-1.3639230282383528,-1.3916840186496102,0.08220540647438822,-0.2558577070205957,-0.23394113564328728,0.22922907279716653,-0.5371203730293886,-0.6921801155238462,-0.10280698356905792,0.11453234925591856,1.085619099365497,-1.3244731997591972,-0.016236526628689196,0.6807104431697222,-0.06700991698612038,-0.5466175539595556,-0.5493571253817189,0.15690438725204825
b0048,folA,CDS,-1.4697412046477611,-1.4640958126940407,1.8426054039516169,-0.04954179920374646,-1.4993969364540343,1.4197934250967263,0.38640791277801373,-0.07194912652623021,-0.6149173489393229,-0.34888696514485834,0.7275707968948341,1.0676882380572617,0.20990229397804433,1.3466124182892358,0.555281798010915,0.38710487474760824,-1.360666656406122,0.4422345665425835,-0.4256224779972831,-1.0803834003334365
b0049,apaH,CDS,0.37104965707455667,0.8526406173524986,-1.6700296320989767,-1.7175737035800527,0.5165698128675912,-0.42441774361107515,-0.4333489696373291,-0.3233932767632094,-0.6774334940913578,-0.6526720710365341,0.6084491321077362,0.6743369791996212,1.5938788971362055,-1.5279322216094162,1.6109926236535785,1.59879909350995,0.10038537612323303,-0.8463245826596801,-0.08620772331149647,0.43223122937416375
b0050,apaG,CDS,-0.5294252025635353,-0.3277410538242495,-1.7552262223965527,-2.0786108000452255,1.4121142984460282,-0.10077554447329559,-0.3464679876106711,-0.465507220666198,-0.49160172445543476,-0.20281269290694012,0.5905686413762027,0.25377952164882833,1.650315968068836,-1.3061247813553531,1.196606715688082,0.7346428280198923,1.3934612867666591,-0.5881686369672567,0.5887205886999106,0.37225201855029255
b0051,rsmA,CDS,-0.9895311618164364,-1.0729782223657238,-1.6959301228696364,-1.375082706225451,1.2285749420015126,0.27645218306582614,-0.2634171871860656,-0.25181297272307746,-0.13896046819428062,-0.5387590717214661,0.23598932006922865,0.09461231977931758,2.205151608378836,-1.2827654084426743,1.3291549265223328,1.0914811727044842,1.077446756259719,-0.37280665389082923,-0.04807091407579913,0.49125166073019266
b0052,pdxA,CDS,0.41160713180733777,0.2674978255215839,-1.971828863103989,-1.301111676313461,2.002238971293093,-0.453657618468959,-0.6780926401949773,-0.7442103958605891,0.45681888951881944,-0.04918744931271016,-0.01635691369056794,-0.29787748808259806,1.2745377172635135,-1.49403547296784,0.3938979248025044,0.3816181881401265,1.389368477870789,-0.8493492981930129,-0.07633480102499118,1.354457490995931
b0053,surA,CDS,1.5225835396168046,1.6820234483630983,-1.8542283385478238,-1.3507375698522859,0.5246449322934905,-0.582717790153907,-0.64359442246575,-0.6801157405486974,0.14349009124146747,-0.20636409238528458,0.3456741591224933,-0.013968763237403203,1.2481725637976466,-1.206283753976021,0.41421863677530046,0.43771160973484746,0.0821706350345542,-1.4500233484313252,0.028798702418121613,1.5585455012007152
b0054,lptD,CDS,1.5071895100368728,1.6134973715598142,-1.7261688840440879,-1.404188523904321,0.5511906693533799,-0.673001632029578,-0.7488034908848833,-0.5567515307708296,-0.32344853870944923,-0.6374318799312834,0.4124933373867678,0.4101775983178688,1.1808864369684942,-1.2333796101823047,0.02774101021936831,0.37167457673230164,0.30204802206072767,-1.150568781078463,0.3068030062822009,1.7700413326174107
b0055,djlA,CDS,-1.7509593337420593,-1.6083759892946246,-0.6386929316113247,-1.7724776902800135,1.2848736697206522,0.2628486637017877,0.23696847813586966,-0.038602186897478866,-0.32502895973376006,-0.6672871441279755,0.9590935060987433,0.32769452191751386,1.8306838754198387,-0.9663147563783735,0.25887455280964267,0.07024967973370302,1.1956984984822838,-0.2796659378429376,0.44691784868185447,1.1735016352066465
b0056,yabP,CDS,-0.4730602295700295,-0.3814974828159934,-0.6387611564497034,-0.8882340382736005,2.4547695957305775,-0.4258966189364318,-0.8249024403357675,-1.0124678474558837,-0.6726050262471697,-0.24947288182389732,0.7880427801603089,0.22760840158345477,1.7429592945695112,-0.8554792038904092,-0.8145984898776283,-0.7244598663576439,1.657511900526403,-0.4640966303909977,0.4578975057251244,1.0967424341297722
b0057,yabQ,CDS,0.11019238610275901,0.9831196365793239,-0.4752075776217028,-1.777794728236743,1.4460991493641127,-0.4821045044352053,-0.7032721710357697,-0.9195001468104473,-1.0553416445223411,0.04243474024577993,0.5851483190974816,0.6397645233233268,0.39361879745223916,-1.3041902200906121,-0.4379268921433096,-0.2198814829515609,2.7092619750857536,-0.3036698235642479,0.7586899099993998,0.010559754161754292
b0058,rluA,CDS,-0.5510543520620633,-0.9741115833434649,2.5073130893074556,1.8635064709301663,-0.07184880030664569,-0.5071241257743245,-0.40022724180749336,-0.6235849860892155,-0.2881594041213763,-0.2679331957680632,-0.48868258286395083,-0.5669790590913687,0.17809588300963528,2.4156087419318006,0.046762810670249795,0.0368327491031249,-0.16799193096345744,-0.7691496213197334,-0.8106545330311702,-0.560618328410123
b0059,rapA,CDS,-0.3497425961057673,-0.9794371770315164,1.2979592023471886,2.3526550665676544,-0.9476207826191222,-0.7118742144269145,-0.5760968707445004,-0.9105212230828981,-0.15573303239181177,-0.4353298711118027,-0.16882354153196666,-0.29016023387591405,0.7779783504929619,2.3640432225012424,0.5771593739527379,0.4665651173605768,-0.9220854845206136,-0.7615359665909106,-0.7799683426896041,0.15256900350098557
b0060,polB,CDS,0.772514458014732,1.4613734869452708,-1.2975323686808315,-1.3576745270159356,1.951994709363562,-0.9813234054343417,-0.8191708939231576,-0.6361999429882831,-0.6776055058420664,-0.6894026215154907,0.06676936155164508,-0.09168209406199425,0.6115185264715307,-1.1617498804396542,1.0903426332163972,0.31728458261671333,1.7509811109281563,-0.8434590732507954,0.1895981541514155,0.3434232898931239
b0061,araD,CDS,1.97296535510213,3.1231465254475608,-0.7909028303548001,-0.745533210629021,-0.7087470324729838,-0.8767372460522204,-0.6364008820994438,0.46595825664313834,-0.8117483313098879,0.43775552005684326,-0.9282378954706726,-0.11526335822224981,-0.6106505573902177,0.2991942490024364,0.4058741656549443,-0.5849002326809918,0.6045195276975452,-0.17657365514897844,-0.4218148428558934,0.0980964750827663
b0062,araA,CDS,3.0101165248605657,2.6550935955749178,-0.6363786007445242,-0.7715604084340595,-0.49778311104262696,-0.37966971341490163,-0.6452541739766654,-0.6438887011717206,-0.415854742745939,-0.811841856179931,-0.12773998090258595,-0.141394708952034,0.04294411971551395,-0.14753933657428567,0.535879802300587,-0.0348878301663396,-0.1427601817569788,-0.6391095463544139,-0.23766054170064244,0.02928939166606593
b0063,araB,CDS,3.5374204540564658,1.991298477151605,-0.13664751205178644,-0.833213710042657,-0.31165832053202186,-0.5909802069143842,-0.6280685901684739,-0.5562098476136752,-0.36613188343646585,-0.5701179913339588,-0.46580691343183184,-0.6176374823782611,-0.1099902365879095,-0.22705044623362983,0.31304913490405006,0.22032817676882618,-0.36381385948308526,-0.4716019733152833,-0.0022021227557115857,0.1890348533981879
b0064,araC,CDS,2.120954270862407,2.869944789636202,0.11685064607240672,-0.039447572638180044,-0.8992355054317672,-0.8754509938888518,-0.9595092986585342,-0.8318706777077336,-0.37752741528390593,-0.29959990075665216,-0.4669039959265382,-0.5078251741711814,-0.5517009501230191,0.101708332823035,0.3142177729129965,0.7406400870038365,-0.856172243849408,-0.9004912094573247,0.6743832334200007,0.6270358051622097
